LineId,Time,Program,Content,EventId,EventTemplate
1418,07.26 16:47:51,chrome.exe *64,"www.googleapis.com:443 close, 1792 bytes (1.75 <*>) sent, 6591 bytes (6.43 <*>) received, lifetime 04:00",7c2b27b6,"<*> close , <*> bytes ( <*> < * > ) sent , <*> bytes ( <*> < * > ) received , lifetime <*> "
1419,07.26 16:48:51,chrome.exe *64,"avatars3.githubusercontent.com:443 close, 2194 bytes (2.14 <*>) sent, 11695 bytes (11.4 <*>) received, lifetime 05:29",7c2b27b6,"<*> close , <*> bytes ( <*> < * > ) sent , <*> bytes ( <*> < * > ) received , lifetime <*> "
1420,07.26 16:52:56,chrome.exe *64,"accounts.google.com:443 close, 2834 bytes (2.76 <*>) sent, 1881 bytes (1.83 <*>) received, lifetime 04:05",7c2b27b6,"<*> close , <*> bytes ( <*> < * > ) sent , <*> bytes ( <*> < * > ) received , lifetime <*> "
1421,07.26 16:54:40,WeChat.exe,qbwup.imtt.qq.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,6ccb8e61,qbwup.imtt.qq.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS 
1422,07.26 16:56:52,chrome.exe *64,"clients4.google.com:443 close, 3547 bytes (3.46 <*>) sent, 918 bytes received, lifetime 06:12",63f172cf,"clients4.google.com:443 close , <*> bytes ( <*> < * > ) sent , <*> bytes received , lifetime <*> "
1423,07.26 16:57:25,chrome.exe *64,"safebrowsing.googleapis.com:443 close, 1848 bytes (1.80 <*>) sent, 2419 bytes (2.36 <*>) received, lifetime 04:00",7c2b27b6,"<*> close , <*> bytes ( <*> < * > ) sent , <*> bytes ( <*> < * > ) received , lifetime <*> "
1424,07.26 16:57:40,YodaoDict.exe,dict.youdao.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,edf58443,dict.youdao.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS 
1425,07.26 17:01:03,Dropbox.exe,"d.dropbox.com:443 close, 1337 bytes (1.30 <*>) sent, 4946 bytes (4.83 <*>) received, lifetime 01:00",6c7df203,"d.dropbox.com:443 close , <*> bytes ( <*> < * > ) sent , <*> bytes ( <*> < * > ) received , lifetime <*> "
1426,07.26 17:03:31,chrome.exe *64,clients4.google.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,72770db9,clients4.google.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS 
1427,07.26 17:04:33,Dropbox.exe,log.getdropbox.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,69d88950,log.getdropbox.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS 
1428,07.26 17:04:53,SogouCloud.exe,"security.ie.sogou.com:80 close, 735 bytes sent, 184 bytes received, lifetime <1 sec",822ea714,"<*> close , <*> bytes sent , <*> bytes received , lifetime < <*> <*> "
1429,07.26 17:05:00,SogouCloud.exe,security.ie.sogou.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,d06f56be,security.ie.sogou.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS 
1430,07.26 17:05:06,chrome.exe *64,s.youtube.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,6657ebd2,s.youtube.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS 
1431,07.26 17:05:06,chrome.exe *64,yt3.ggpht.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,d73e0775,yt3.ggpht.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS 
1432,07.26 17:05:16,Dropbox.exe,client-cf.dropbox.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,76a1e183,client-cf.dropbox.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS 
1433,07.26 17:05:21,GitHub.exe,api.github.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,b72812bc,api.github.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS 
1434,07.26 17:05:22,GitHub.exe,avatars.githubusercontent.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,2288b5e6,avatars.githubusercontent.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS 
1435,07.26 17:05:22,GitHub.exe,avatars.githubusercontent.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,2288b5e6,avatars.githubusercontent.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS 
1436,07.26 17:05:22,GitHub.exe,api.github.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,b72812bc,api.github.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS 
1437,07.26 17:05:27,GitHub.exe,"api.github.com:443 close, 845 bytes sent, 4814 bytes (4.70 <*>) received, lifetime 00:11",6429baf5,"api.github.com:443 close , <*> bytes sent , 4814 bytes ( 4.70 < * > ) received , lifetime 00:11 "
1438,07.26 17:05:32,GitHub.exe,"api.github.com:443 close, 754 bytes sent, 3108 bytes (3.03 <*>) received, lifetime 00:10",de3aea65,"<*> close , <*> bytes sent , <*> bytes ( <*> < * > ) received , lifetime <*> "
1439,07.26 17:06:07,chrome.exe *64,"f-log-extension.grammarly.io:443 close, 1364 bytes (1.33 <*>) sent, 3597 bytes (3.51 <*>) received, lifetime 01:00",de8cde4f,"f-log-extension.grammarly.io:443 close , 1364 bytes ( 1.33 < * > ) sent , <*> bytes ( <*> < * > ) received , lifetime 01:00 "
1440,07.26 17:07:02,GitHub.exe,"avatars.githubusercontent.com:443 close, 620 bytes sent, 33814 bytes (33.0 <*>) received, lifetime 01:40",de3aea65,"<*> close , <*> bytes sent , <*> bytes ( <*> < * > ) received , lifetime <*> "
1441,07.26 17:09:10,chrome.exe *64,"www.google.com:443 close, 4012 bytes (3.91 <*>) sent, 6761 bytes (6.60 <*>) received, lifetime 04:07",7066b485,"www.google.com:443 close , <*> bytes ( <*> < * > ) sent , <*> bytes ( <*> < * > ) received , lifetime <*> "
1442,07.26 17:09:41,WeChat.exe,qbwup.imtt.qq.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,6ccb8e61,qbwup.imtt.qq.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS 
1443,07.26 17:10:23,GitHub.exe,api.github.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,b72812bc,api.github.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS 
1444,07.26 17:10:34,GitHub.exe,"api.github.com:443 close, 781 bytes sent, 6728 bytes (6.57 <*>) received, lifetime 00:11",4c6a135a,"api.github.com:443 close , <*> bytes sent , <*> bytes ( <*> < * > ) received , lifetime 00:11 "
1445,07.26 17:14:08,chrome.exe *64,"clients4.google.com:443 close, 3548 bytes (3.46 <*>) sent, 919 bytes received, lifetime 06:56",63f172cf,"clients4.google.com:443 close , <*> bytes ( <*> < * > ) sent , <*> bytes received , lifetime <*> "
1446,07.26 17:15:14,WeChat.exe,"qbwup.imtt.qq.com:80 close, 494 bytes sent, 208 bytes received, lifetime 00:33",ebe23e47,"qbwup.imtt.qq.com:80 close , 494 bytes sent , 208 bytes received , lifetime <*> "
1447,07.26 17:15:34,SGTool.exe,config.pinyin.sogou.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,a09e37b1,config.pinyin.sogou.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS 
1448,07.26 17:15:52,WeChat.exe,short.weixin.qq.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,e8dab1c7,short.weixin.qq.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS 
1449,07.26 17:15:58,SGTool.exe,p3p.sogou.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,4a7920a4,<*> <*> <*> <*> proxy.cse.cuhk.edu.hk:5070 <*> 
1450,07.26 17:17:40,YodaoDict.exe,dict.youdao.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,edf58443,dict.youdao.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS 
1451,07.26 17:18:07,chrome.exe *64,trello.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,7c6d4e18,trello.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS 
1452,07.26 17:18:08,chrome.exe *64,secure.quantserve.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,85dc1803,secure.quantserve.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS 
1453,07.26 17:18:09,chrome.exe *64,c.trello.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,6761b144,<*> open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS 
1454,07.26 17:18:09,chrome.exe *64,www.googletagmanager.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,9b3622da,www.googletagmanager.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS 
1455,07.26 17:18:09,chrome.exe *64,trello.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,7c6d4e18,trello.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS 
1456,07.26 17:18:10,chrome.exe *64,ssl.gstatic.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,2262af4c,ssl.gstatic.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS 
1457,07.26 17:18:19,chrome.exe *64,"secure.quantserve.com:443 close, 643 bytes sent, 3323 bytes (3.24 <*>) received, lifetime 00:11",e448823e,"<*> close , <*> bytes sent , <*> bytes ( <*> < * > ) received , lifetime 00:11 "
1458,07.26 17:18:20,chrome.exe *64,"c.trello.com:443 close, 568 bytes sent, 156 bytes received, lifetime 00:12",6849572e,"c.trello.com:443 close , <*> bytes sent , <*> bytes received , lifetime <*> "
1459,07.26 17:18:20,chrome.exe *64,"c.trello.com:443 close, 568 bytes sent, 156 bytes received, lifetime 00:11",6849572e,"c.trello.com:443 close , <*> bytes sent , <*> bytes received , lifetime <*> "
1460,07.26 17:18:20,chrome.exe *64,clients4.google.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,72770db9,clients4.google.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS 
1461,07.26 17:18:20,TeamViewer_Service.exe,server26401.teamviewer.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,05ad61be,server26401.teamviewer.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS 
1462,07.26 17:20:16,chrome.exe *64,"c.trello.com:443 close, 18252 bytes (17.8 <*>) sent, 4768 bytes (4.65 <*>) received, lifetime 02:08",1a6e164b,"c.trello.com:443 close , <*> bytes ( <*> < * > ) sent , <*> bytes ( <*> < * > ) received , lifetime <*> "
1463,07.26 17:22:05,chrome.exe *64,"clients6.google.com:443 close, 16089 bytes (15.7 <*>) sent, 12420 bytes (12.1 <*>) received, lifetime 20:10",a0638952,"clients6.google.com:443 close , <*> bytes ( <*> < * > ) sent , <*> bytes ( <*> < * > ) received , lifetime <*> "
1464,07.26 17:23:03,chrome.exe *64,t12.baidu.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,58d25d64,t12.baidu.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS 
1465,07.26 17:23:03,chrome.exe *64,t12.baidu.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,58d25d64,t12.baidu.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS 
1466,07.26 17:23:04,chrome.exe *64,t12.baidu.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,58d25d64,t12.baidu.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS 
1467,07.26 17:23:04,chrome.exe *64,t12.baidu.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,58d25d64,t12.baidu.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS 
1468,07.26 17:23:04,chrome.exe *64,s1.bdstatic.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,6761b144,<*> open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS 
1469,07.26 17:23:04,chrome.exe *64,c.baidu.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,247f1a41,c.baidu.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS 
1470,07.26 17:23:04,chrome.exe *64,c.baidu.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,247f1a41,c.baidu.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS 
1471,07.26 17:23:04,chrome.exe *64,suggestion.baidu.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,05faafe4,suggestion.baidu.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS 
1472,07.26 17:23:04,chrome.exe *64,ss.bdimg.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,da986b20,ss.bdimg.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS 
1473,07.26 17:23:51,chrome.exe *64,"t12.baidu.com:80 close, 0 bytes sent, 0 bytes received, lifetime 00:48",6d30e95e,"t12.baidu.com:80 close , 0 bytes sent , 0 bytes received , lifetime 00:48 "
1474,07.26 17:23:51,chrome.exe *64,"t12.baidu.com:80 close, 0 bytes sent, 0 bytes received, lifetime 00:48",6d30e95e,"t12.baidu.com:80 close , 0 bytes sent , 0 bytes received , lifetime 00:48 "
1475,07.26 17:23:51,chrome.exe *64,"play.google.com:443 close, 35212 bytes (34.3 <*>) sent, 22125 bytes (21.6 <*>) received, lifetime 32:07",6c364ce9,"play.google.com:443 close , <*> bytes ( <*> < * > ) sent , <*> bytes ( <*> < * > ) received , lifetime <*> "
1476,07.26 17:23:51,chrome.exe *64,"clients4.google.com:443 close, 8395 bytes (8.19 <*>) sent, 4455 bytes (4.35 <*>) received, lifetime 05:31",1d65b5c6,"clients4.google.com:443 close , <*> bytes ( <*> < * > ) sent , <*> bytes ( <*> < * > ) received , lifetime <*> "
1477,07.26 17:23:51,WeChat.exe,223.167.104.147:80 error : Could not connect to proxy proxy.cse.cuhk.edu.hk:5070 - Could not resolve proxy.cse.cuhk.edu.hk error 11001,4b298dcd,<*> error : Could not connect to proxy proxy.cse.cuhk.edu.hk:5070 - Could not resolve proxy.cse.cuhk.edu.hk error 11001 
1478,07.26 17:23:53,chrome.exe *64,"mtalk.google.com:443 close, 696 bytes sent, 5005 bytes (4.88 <*>) received, lifetime 00:07",de3aea65,"<*> close , <*> bytes sent , <*> bytes ( <*> < * > ) received , lifetime <*> "
1479,07.26 17:23:54,chrome.exe *64,mtalk.google.com:5228 error : Could not connect to proxy proxy.cse.cuhk.edu.hk:5070 - Could not resolve proxy.cse.cuhk.edu.hk error 11001,4c00a3e6,mtalk.google.com:5228 error : Could not connect to proxy proxy.cse.cuhk.edu.hk:5070 - Could not <*> <*> error <*> 
1480,07.26 17:23:55,chrome.exe *64,www.google.com:443 error : Could not connect to proxy proxy.cse.cuhk.edu.hk:5070 - Could not resolve proxy.cse.cuhk.edu.hk error 11001,306d5289,www.google.com:443 error : Could not connect to proxy proxy.cse.cuhk.edu.hk:5070 - Could not resolve proxy.cse.cuhk.edu.hk error 11001 
1481,07.26 17:23:55,chrome.exe *64,awqiizxequsixgr:80 error : Could not connect to proxy proxy.cse.cuhk.edu.hk:5070 - Could not resolve proxy.cse.cuhk.edu.hk error 11001,4b298dcd,<*> error : Could not connect to proxy proxy.cse.cuhk.edu.hk:5070 - Could not resolve proxy.cse.cuhk.edu.hk error 11001 
1482,07.26 17:23:59,chrome.exe *64,www.baidu.com:80 error : Could not connect to proxy proxy.cse.cuhk.edu.hk:5070 - Could not resolve proxy.cse.cuhk.edu.hk error 11001,e99af948,<*> <*> <*> <*> not <*> <*> proxy proxy.cse.cuhk.edu.hk:5070 <*> <*> not <*> <*> <*> <*> 
1483,07.26 17:23:59,chrome.exe *64,c.baidu.com:80 error : Could not connect to proxy proxy.cse.cuhk.edu.hk:5070 - Could not resolve proxy.cse.cuhk.edu.hk error 11001,e99af948,<*> <*> <*> <*> not <*> <*> proxy proxy.cse.cuhk.edu.hk:5070 <*> <*> not <*> <*> <*> <*> 
1484,07.26 17:23:59,chrome.exe *64,s1.bdstatic.com:80 error : Could not connect to proxy proxy.cse.cuhk.edu.hk:5070 - Could not resolve proxy.cse.cuhk.edu.hk error 11001,e99af948,<*> <*> <*> <*> not <*> <*> proxy proxy.cse.cuhk.edu.hk:5070 <*> <*> not <*> <*> <*> <*> 
1485,07.26 17:23:59,chrome.exe *64,s1.bdstatic.com:80 error : Could not connect to proxy proxy.cse.cuhk.edu.hk:5070 - Could not resolve proxy.cse.cuhk.edu.hk error 11001,e99af948,<*> <*> <*> <*> not <*> <*> proxy proxy.cse.cuhk.edu.hk:5070 <*> <*> not <*> <*> <*> <*> 
1486,07.26 17:23:59,chrome.exe *64,ss.bdimg.com:80 error : Could not connect to proxy proxy.cse.cuhk.edu.hk:5070 - Could not resolve proxy.cse.cuhk.edu.hk error 11001,7fa69435,ss.bdimg.com:80 error : Could not connect to proxy proxy.cse.cuhk.edu.hk:5070 - Could not resolve proxy.cse.cuhk.edu.hk error 11001 
1487,07.26 17:23:59,chrome.exe *64,ss.bdimg.com:80 error : Could not connect to proxy proxy.cse.cuhk.edu.hk:5070 - Could not resolve proxy.cse.cuhk.edu.hk error 11001,7fa69435,ss.bdimg.com:80 error : Could not connect to proxy proxy.cse.cuhk.edu.hk:5070 - Could not resolve proxy.cse.cuhk.edu.hk error 11001 
1488,07.26 17:23:59,chrome.exe *64,ss.bdimg.com:80 error : Could not connect to proxy proxy.cse.cuhk.edu.hk:5070 - Could not resolve proxy.cse.cuhk.edu.hk error 11001,7fa69435,ss.bdimg.com:80 error : Could not connect to proxy proxy.cse.cuhk.edu.hk:5070 - Could not resolve proxy.cse.cuhk.edu.hk error 11001 
1489,07.26 17:24:02,chrome.exe *64,clients4.google.com:443 error : Could not connect to proxy proxy.cse.cuhk.edu.hk:5070 - Could not resolve proxy.cse.cuhk.edu.hk error 11001,32a6380d,<*> error <*> Could not <*> <*> proxy proxy.cse.cuhk.edu.hk:5070 <*> Could not <*> <*> error <*> 
1490,07.26 17:24:02,Dropbox.exe,bolt.dropbox.com:443 error : Could not connect to proxy proxy.cse.cuhk.edu.hk:5070 - Could not resolve proxy.cse.cuhk.edu.hk error 11001,98e1ee14,bolt.dropbox.com:443 error : Could not connect to proxy proxy.cse.cuhk.edu.hk:5070 - Could not <*> <*> error <*> 
1491,07.26 17:24:02,chrome.exe *64,wpad:80 error : Could not connect to proxy proxy.cse.cuhk.edu.hk:5070 - Could not resolve proxy.cse.cuhk.edu.hk error 11001,4b298dcd,<*> error : Could not connect to proxy proxy.cse.cuhk.edu.hk:5070 - Could not resolve proxy.cse.cuhk.edu.hk error 11001 
1492,07.26 17:24:08,WeChat.exe,www.qq.com:80 error : Could not connect to proxy proxy.cse.cuhk.edu.hk:5070 - Could not resolve proxy.cse.cuhk.edu.hk error 11001,4b298dcd,<*> error : Could not connect to proxy proxy.cse.cuhk.edu.hk:5070 - Could not resolve proxy.cse.cuhk.edu.hk error 11001 
1493,07.26 17:24:09,WeChat.exe,"short.weixin.qq.com:80 close, 357 bytes sent, 468 bytes received, lifetime <1 sec",c79d3a91,"short.weixin.qq.com:80 close , <*> bytes sent , <*> bytes received , lifetime < 1 sec "
1494,07.26 17:27:41,YodaoDict.exe,dict.youdao.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,edf58443,dict.youdao.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS 
1495,07.26 17:27:47,chrome.exe *64,"dj1.baidu.com:80 close, 0 bytes sent, 0 bytes received, lifetime 00:33",7719a814,"<*> close , 0 bytes sent , 0 bytes received , lifetime <*> "
1496,07.26 17:27:58,chrome.exe *64,t11.baidu.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,6761b144,<*> open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS 
1497,07.26 17:27:58,chrome.exe *64,b1.bdstatic.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,f40a41b8,b1.bdstatic.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS 
1498,07.26 17:28:12,chrome.exe *64,"www.google.com:443 close, 1747 bytes (1.70 <*>) sent, 1218 bytes (1.18 <*>) received, lifetime 04:00",7066b485,"www.google.com:443 close , <*> bytes ( <*> < * > ) sent , <*> bytes ( <*> < * > ) received , lifetime <*> "
1499,07.26 17:28:21,chrome.exe *64,"b1.bdstatic.com:80 close, 0 bytes sent, 0 bytes received, lifetime 00:23",d75d5d19,"b1.bdstatic.com:80 close , 0 bytes sent , 0 bytes received , lifetime <*> "
1500,07.26 17:28:22,chrome.exe *64,clients6.google.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,c80aa73d,clients6.google.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS 
1501,07.26 17:28:52,chrome.exe *64,www.baidu.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,18e5e276,www.baidu.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS 
1502,07.26 17:28:55,chrome.exe *64,"www.baidu.com:80 close, 11662 bytes (11.3 <*>) sent, 7986 bytes (7.79 <*>) received, lifetime 00:02",1c829fa0,"www.baidu.com:80 close , <*> bytes ( <*> < * > ) sent , <*> bytes ( <*> < * > ) received , lifetime <*> "
1503,07.26 17:28:56,chrome.exe *64,t12.baidu.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,58d25d64,t12.baidu.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS 
1504,07.26 17:28:57,chrome.exe *64,t12.baidu.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,58d25d64,t12.baidu.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS 
1505,07.26 17:28:57,chrome.exe *64,sclick.baidu.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,6761b144,<*> open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS 
1506,07.26 17:29:08,chrome.exe *64,"t12.baidu.com:80 close, 0 bytes sent, 0 bytes received, lifetime 00:11",af86843d,"t12.baidu.com:80 close , 0 bytes sent , 0 bytes received , lifetime 00:11 "
1507,07.26 17:29:11,chrome.exe *64,cpro.baidustatic.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,085ef7e9,cpro.baidustatic.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS 
1508,07.26 17:29:11,chrome.exe *64,cpro.baidustatic.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,085ef7e9,cpro.baidustatic.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS 
1509,07.26 17:29:11,chrome.exe *64,cpro.baidustatic.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,085ef7e9,cpro.baidustatic.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS 
1510,07.26 17:29:12,chrome.exe *64,bdimg.share.baidu.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,6761b144,<*> open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS 
1511,07.26 17:29:17,chrome.exe *64,"t12.baidu.com:80 close, 1915 bytes (1.87 <*>) sent, 4198 bytes (4.09 <*>) received, lifetime 00:24",7c2b27b6,"<*> close , <*> bytes ( <*> < * > ) sent , <*> bytes ( <*> < * > ) received , lifetime <*> "
1512,07.26 17:29:21,HiSuiteDownLoader.exe,"update.hicloud.com:8180 error : Could not connect through proxy proxy.cse.cuhk.edu.hk:5070 - Proxy server cannot establish a connection with the target, status code 403",0fdea4b0,"<*> <*> <*> <*> not <*> through proxy proxy.cse.cuhk.edu.hk:5070 <*> <*> <*> <*> not <*> <*> <*> <*> <*> <*> , <*> <*> <*> "
1513,07.26 17:29:26,chrome.exe *64,"suggestion.baidu.com:80 close, 3808 bytes (3.71 <*>) sent, 2035 bytes (1.98 <*>) received, lifetime 00:35",a7876648,"suggestion.baidu.com:80 close , <*> bytes ( <*> < * > ) sent , <*> bytes ( <*> < * > ) received , lifetime 00:35 "
1514,07.26 17:29:32,chrome.exe *64,"f12.baidu.com:80 close, 1634 bytes (1.59 <*>) sent, 15284 bytes (14.9 <*>) received, lifetime 00:21",24629f96,"f12.baidu.com:80 close , <*> bytes ( <*> < * > ) sent , <*> bytes ( <*> < * > ) received , lifetime <*> "
1515,07.26 17:29:33,chrome.exe *64,"f12.baidu.com:80 close, 1640 bytes (1.60 <*>) sent, 17802 bytes (17.3 <*>) received, lifetime 00:22",24629f96,"f12.baidu.com:80 close , <*> bytes ( <*> < * > ) sent , <*> bytes ( <*> < * > ) received , lifetime <*> "
1516,07.26 17:29:33,chrome.exe *64,"f12.baidu.com:80 close, 3281 bytes (3.20 <*>) sent, 102173 bytes (99.7 <*>) received, lifetime 00:22",24629f96,"f12.baidu.com:80 close , <*> bytes ( <*> < * > ) sent , <*> bytes ( <*> < * > ) received , lifetime <*> "
1517,07.26 17:29:42,chrome.exe *64,"c.csdnimg.cn:80 close, 0 bytes sent, 0 bytes received, lifetime 00:30",324294ce,"<*> close , 0 bytes sent , 0 bytes received , lifetime 00:30 "
1518,07.26 17:29:42,chrome.exe *64,"avatar.csdn.net:80 close, 0 bytes sent, 0 bytes received, lifetime 00:30",324294ce,"<*> close , 0 bytes sent , 0 bytes received , lifetime 00:30 "
1519,07.26 17:30:02,chrome.exe *64,csdnimg.cn:80 error : A connection request was canceled before the completion.,5b309968,csdnimg.cn:80 error : A connection request was canceled before the completion . 
1520,07.26 17:30:02,chrome.exe *64,hm.baidu.com:443 error : A connection request was canceled before the completion.,47738dbf,hm.baidu.com:443 error : A connection request was canceled before the completion . 
1521,07.26 17:30:11,chrome.exe *64,"cpro.baidustatic.com:80 close, 0 bytes sent, 0 bytes received, lifetime 01:00",7719a814,"<*> close , 0 bytes sent , 0 bytes received , lifetime <*> "
1522,07.26 17:30:16,360AP.exe,"intf.zsall.mobilem.360.cn:80 close, 314 bytes sent, 1035 bytes (1.01 <*>) received, lifetime 00:30",de3aea65,"<*> close , <*> bytes sent , <*> bytes ( <*> < * > ) received , lifetime <*> "
1523,07.26 17:30:19,chrome.exe *64,csdnimg.cn:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,3c12b98c,csdnimg.cn:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS 
1524,07.26 17:30:21,chrome.exe *64,dc.csdn.net:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,62bbf385,dc.csdn.net:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS 
1525,07.26 17:30:21,chrome.exe *64,dc.csdn.net:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,62bbf385,dc.csdn.net:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS 
1526,07.26 17:30:21,chrome.exe *64,dc.csdn.net:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,62bbf385,dc.csdn.net:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS 
1527,07.26 17:30:31,chrome.exe *64,"csdnimg.cn:80 close, 0 bytes sent, 0 bytes received, lifetime 00:11",7719a814,"<*> close , 0 bytes sent , 0 bytes received , lifetime <*> "
