Token,Cluster,Frequence,Type
exited,102,1,VARIABLE
with,102,1,VARIABLE
abnormal,102,1,VARIABLE
code,102,1,VARIABLE
1,102,1,VARIABLE
Central,28,1,STATIC
manager,28,4,STATIC
is,28,4,STATIC
not,28,4,STATIC
powered,28,4,STATIC
on,28,4,STATIC
CCFile,136,2,STATIC
:,136,2,STATIC
:captureLogRun,136,2,STATIC
Skipping,136,2,STATIC
current,136,2,STATIC
file,136,4,STATIC
Dir,136,2,STATIC
[,136,4,STATIC
"2017-07-03_13,48,39.362458",136,2,STATIC
],136,4,STATIC
-CCIOReporter-002.xml,136,2,STATIC
",",136,2,STATIC
Current,136,2,STATIC
File,136,2,STATIC
tc20795,-1,1,VARIABLE
CCFile,139,2,STATIC
:,139,10,STATIC
:copyFile,139,2,STATIC
fileName,139,2,STATIC
is,139,2,STATIC
[,139,9,STATIC
"2017-07-03_13,48,39.308188",139,3,STATIC
],139,9,STATIC
-io80211Family-002.pcapng,139,6,STATIC
",",139,4,STATIC
source,139,2,STATIC
path,139,4,STATIC
/var/log/CoreCapture/,139,2,STATIC
<,139,12,STATIC
*,139,4,STATIC
>,139,12,STATIC
/IO80211AWDLPeerManager//,139,2,STATIC
dest,139,2,STATIC
/Library/Logs/CrashReporter/CoreCapture/,139,2,STATIC
/,139,2,STATIC
"2017-07-03_13,50,14.954481",139,1,VARIABLE
=AssocFail,139,2,STATIC
sts:2_rsn:0/IO80211AWDLPeerManager//,139,2,STATIC
ARPT,120,8,STATIC
:,120,18,STATIC
682068.402171,120,1,VARIABLE
framerdy,120,8,STATIC
0x0,120,8,STATIC
bmccmd,120,8,STATIC
7,120,1,VARIABLE
framecnt,120,8,STATIC
1024,120,8,STATIC
20835,15,1,STATIC
20851,15,1,STATIC
33476,43,1,VARIABLE
IMMacNotificationCenterManager,149,3,STATIC
0x7ff1b2e00ba0,149,2,STATIC
DND,149,3,STATIC
Enabled,149,3,STATIC
YES,149,1,VARIABLE
13:55:56.094,78,1,VARIABLE
Starting,78,2,VARIABLE
AirDrop,78,2,VARIABLE
server,78,2,VARIABLE
user,78,2,VARIABLE
501,78,2,VARIABLE
on,78,2,VARIABLE
wake,78,2,VARIABLE
Sandbox,106,10,STATIC
:,106,11,STATIC
<,106,10,STATIC
*,106,9,STATIC
>,106,10,STATIC
(,106,21,STATIC
33493,106,1,VARIABLE
),106,21,STATIC
deny,106,10,STATIC
1,106,10,STATIC
network-outbound,106,9,STATIC
/private/var/run/mDNSResponder,106,9,STATIC
ARPT,188,5,STATIC
:,188,25,STATIC
682406.173418,188,1,VARIABLE
wl0,188,5,STATIC
setup_keepalive,188,5,STATIC
Remote,188,5,STATIC
IP,188,5,STATIC
<,188,5,STATIC
*,188,5,STATIC
>,188,5,STATIC
682407.704265,201,1,VARIABLE
1181052579,201,1,VARIABLE
1862377178,201,1,VARIABLE
2017/7/3,173,2,STATIC
21:47:58,173,1,STATIC
21:35:20,173,1,STATIC
33508,106,1,VARIABLE
682466.260119,-1,1,VARIABLE
leaveModulePoweredForOffloads,-1,2,VARIABLE
Wi-Fi,-1,2,VARIABLE
will,-1,2,VARIABLE
stay,-1,2,VARIABLE
22:01:36,45,1,VARIABLE
682468.243050,96,1,VARIABLE
682468.243133,-1,1,VARIABLE
<,100,12,STATIC
FigByteStream,100,3,STATIC
>,100,15,STATIC
FigByteStreamStatsLogOneRead,100,3,STATIC
:,100,25,STATIC
ByteStream,100,3,STATIC
read,100,3,STATIC
of,100,3,STATIC
4812,100,1,VARIABLE
bytes,100,3,STATIC
@,100,3,STATIC
358800,100,1,VARIABLE
took,100,3,STATIC
1.053312,100,1,VARIABLE
secs,100,1,VARIABLE
.,100,6,STATIC
to,100,3,STATIC
complete,100,3,STATIC
",",100,3,STATIC
5,100,1,VARIABLE
reads,100,3,STATIC
=,100,3,STATIC
1,100,1,VARIABLE
sec,100,5,STATIC
<,203,3,STATIC
*,203,3,STATIC
>,203,3,STATIC
(,203,3,STATIC
33523,203,1,VARIABLE
),203,3,STATIC
deny,203,3,STATIC
network-outbound,203,3,STATIC
/private/var/run/mDNSResponder,203,3,STATIC
682634.998705,188,1,VARIABLE
ARPT,193,2,STATIC
682638.445688,193,1,VARIABLE
AirPort_Brcm43xx,193,2,STATIC
:powerChange,193,2,STATIC
System,193,2,STATIC
Wake,193,4,STATIC
-,193,2,STATIC
Full,193,2,STATIC
Wake/,193,2,STATIC
Dark,193,2,STATIC
/,193,2,STATIC
Maintenance,193,2,STATIC
wake,193,2,STATIC
:2607,-1,1,VARIABLE
f1dc,-1,1,VARIABLE
a608:863:19ad,-1,1,VARIABLE
CCFile,194,5,STATIC
:,194,15,STATIC
:captureLog,194,5,STATIC
Received,194,5,STATIC
Capture,194,5,STATIC
notice,194,5,STATIC
id,194,5,STATIC
1499122032.492037,194,1,VARIABLE
",",194,5,STATIC
reason,194,5,STATIC
=,194,5,STATIC
AuthFail,194,4,STATIC
sts:5_rsn:0,194,4,STATIC
CCIOReporterFormatter,70,9,STATIC
:,70,11,STATIC
:refreshSubscriptionsFromStreamRegistry,70,9,STATIC
clearing,70,9,STATIC
out,70,10,STATIC
any,70,9,STATIC
previous,70,9,STATIC
subscriptions,70,9,STATIC
CCFile,126,4,VARIABLE
:copyFile,126,4,VARIABLE
fileName,126,4,VARIABLE
is,126,4,VARIABLE
[,126,18,STATIC
"2017-07-03_15,47,15.246620",126,3,VARIABLE
],126,18,STATIC
-AirPortBrcm4360_Logs-007.txt,126,3,VARIABLE
",",126,29,STATIC
source,126,4,VARIABLE
path,126,8,STATIC
/var/log/CoreCapture/,126,4,VARIABLE
/DriverLogs//,126,4,VARIABLE
dest,126,4,VARIABLE
/Library/Logs/CrashReporter/CoreCapture/,126,4,VARIABLE
/,126,4,VARIABLE
"2017-07-03_15,47,15.349129",126,1,VARIABLE
=AuthFail,126,3,VARIABLE
sts:5_rsn:0/DriverLogs//,126,3,VARIABLE
33540,87,1,VARIABLE
CCLogTap,131,3,VARIABLE
:profileRemoved,131,3,VARIABLE
",",131,6,VARIABLE
Owner,131,3,VARIABLE
<,131,3,VARIABLE
*,131,3,VARIABLE
>,131,3,VARIABLE
Name,131,3,VARIABLE
OneStats,131,1,VARIABLE
4321,100,1,VARIABLE
48,100,1,VARIABLE
0.607292,100,1,VARIABLE
7,100,1,VARIABLE
0.5,100,2,VARIABLE
CCFile,74,7,STATIC
:captureLogRun,74,7,STATIC
Skipping,74,7,STATIC
current,74,7,STATIC
file,74,14,STATIC
Dir,74,7,STATIC
"2017-07-03_16,05,51.031703",74,2,STATIC
-AirPortBrcm4360_Logs-003.txt,74,2,STATIC
",",74,7,STATIC
Current,74,7,STATIC
File,74,7,STATIC
"2017-07-03_16,05,51.075268",74,2,STATIC
-AirPortBrcm4360_Logs-005.txt,74,2,STATIC
CCFile,11,4,STATIC
:,11,6,STATIC
:captureLogRun,11,4,STATIC
Skipping,11,4,STATIC
current,11,4,STATIC
file,11,8,STATIC
Dir,11,4,STATIC
[,11,8,STATIC
"2017-07-03_16,05,51.177343",11,2,STATIC
],11,8,STATIC
-io80211Family-003.pcapng,11,2,STATIC
",",11,6,STATIC
Current,11,4,STATIC
File,11,4,STATIC
CCFile,105,7,STATIC
:captureLogRun,105,7,STATIC
Skipping,105,7,STATIC
current,105,7,STATIC
file,105,14,STATIC
Dir,105,7,STATIC
[,105,14,STATIC
"2017-07-03_16,06,19.893324",105,2,STATIC
],105,14,STATIC
-AirPortBrcm4360_Logs-008.txt,105,4,STATIC
",",105,7,STATIC
Current,105,7,STATIC
File,105,7,STATIC
network,43,3,STATIC
changed,43,3,STATIC
:,43,13,STATIC
v6,43,3,STATIC
en0-:2607,43,3,STATIC
f140:6000:8,43,3,STATIC
d8d1,43,1,VARIABLE
d506:6046:43e4,43,1,VARIABLE
DNS-,43,3,STATIC
Proxy-,43,3,STATIC
682827.873728,98,1,VARIABLE
CCFile,200,6,STATIC
:,200,24,STATIC
:copyFile,200,6,STATIC
fileName,200,6,STATIC
is,200,6,STATIC
[,200,24,STATIC
"2017-07-03_16,06,19.861073",200,3,STATIC
],200,24,STATIC
-CCIOReporter-008.xml,200,3,STATIC
",",200,12,STATIC
source,200,6,STATIC
path,200,12,STATIC
/var/log/CoreCapture/,200,6,STATIC
<,200,12,STATIC
*,200,12,STATIC
>,200,12,STATIC
/OneStats//,200,6,STATIC
dest,200,6,STATIC
/Library/Logs/CrashReporter/CoreCapture/,200,6,STATIC
/,200,6,STATIC
"2017-07-03_16,07,33.914349",200,1,VARIABLE
=AuthFail,200,5,STATIC
sts:5_rsn:0/OneStats//,200,5,STATIC
"2017-07-03_16,07,33.934533",105,2,STATIC
-AirPortBrcm4360_Logs-009.txt,105,2,STATIC
682833.053879,120,1,VARIABLE
3,120,7,STATIC
CCFile,160,7,STATIC
:,160,28,STATIC
:copyFile,160,7,STATIC
fileName,160,7,STATIC
is,160,7,STATIC
[,160,28,STATIC
"2017-07-03_16,07,38.954579",160,3,STATIC
],160,28,STATIC
-io80211Family-016.pcapng,160,3,STATIC
",",160,14,STATIC
source,160,7,STATIC
path,160,14,STATIC
/var/log/CoreCapture/,160,7,STATIC
<,160,14,STATIC
*,160,14,STATIC
>,160,14,STATIC
/IO80211AWDLPeerManager//,160,7,STATIC
dest,160,7,STATIC
/Library/Logs/CrashReporter/CoreCapture/,160,7,STATIC
/,160,7,STATIC
"2017-07-03_16,07,39.094895",160,1,VARIABLE
=AuthFail,160,7,STATIC
sts:5_rsn:0/IO80211AWDLPeerManager//,160,6,STATIC
"2017-07-03_16,07,39.096792",200,3,STATIC
-CCIOReporter-017.xml,200,3,STATIC
"2017-07-03_16,07,39.171995",200,1,VARIABLE
ARPT,137,2,STATIC
682834.192587,137,1,VARIABLE
wlc_dump_aggfifo,137,2,STATIC
CCFile,85,7,STATIC
:,85,7,STATIC
:captureLogRun,85,7,STATIC
Skipping,85,7,STATIC
current,85,7,STATIC
file,85,14,STATIC
Dir,85,7,STATIC
[,85,14,STATIC
"2017-07-03_16,07,40.650186",85,2,STATIC
],85,14,STATIC
-CCIOReporter-027.xml,85,2,STATIC
",",85,7,STATIC
Current,85,7,STATIC
File,85,7,STATIC
682840.256116,98,1,VARIABLE
0x30,98,1,VARIABLE
"2017-07-03_16,07,46.105103",200,3,STATIC
-CCIOReporter-032.xml,200,3,STATIC
"2017-07-03_16,07,46.298508",200,1,VARIABLE
"2017-07-03_16,25,27.859687",85,2,STATIC
-CCIOReporter-038.xml,85,2,STATIC
[,114,6,STATIC
16:25:45.631,114,1,VARIABLE
],114,6,STATIC
<,114,12,STATIC
CRABS,114,3,STATIC
>,114,12,STATIC
crabsFlumeHostUnavailable,114,2,STATIC
0x7f961cf08cf0,114,2,STATIC
Byte,114,2,STATIC
flume,114,2,STATIC
reports,114,2,STATIC
host,114,2,STATIC
unavailable,114,2,STATIC
.,114,2,STATIC
33562,203,1,VARIABLE
682969.397322,197,1,VARIABLE
"2017-07-03_16,27,04.995982",160,3,STATIC
-io80211Family-040.pcapng,160,3,STATIC
"2017-07-03_16,27,05.123034",160,1,VARIABLE
682977.654133,137,1,VARIABLE
"2017-07-03_16,27,09.910337",126,3,VARIABLE
-AirPortBrcm4360_Logs-047.txt,126,3,VARIABLE
"2017-07-03_16,27,10.162319",126,1,VARIABLE
doSaveChannels,77,4,STATIC
@,77,4,STATIC
286,77,4,STATIC
Will,77,4,STATIC
write,77,4,STATIC
to,77,4,STATIC
/Library/Logs/CrashReporter/CoreCapture/IOReporters/,77,4,STATIC
"2017-07-03_16,27,09.307937",77,1,VARIABLE
-,77,4,STATIC
AuthFail,77,4,STATIC
sts:5_rsn:0.xml,77,4,STATIC
21152,119,1,STATIC
:8080,119,1,STATIC
51,119,1,STATIC
unreachable,119,1,STATIC
21158,15,1,STATIC
"2017-07-03_16,28,40.259618",74,2,STATIC
-AirPortBrcm4360_Logs-055.txt,74,2,STATIC
683047.197539,120,1,VARIABLE
"2017-07-03_16,29,09.137954",85,2,STATIC
-CCIOReporter-062.xml,85,2,STATIC
IO80211AWDLPeerManager,76,8,STATIC
:setAwdlAutoMode,76,8,STATIC
Resuming,76,8,STATIC
AWDL,76,8,STATIC
__42-,102,3,VARIABLE
[,102,4,STATIC
NETClientConnection,102,4,STATIC
evaluateCrazyIvan46,102,4,STATIC
],102,4,STATIC
_block_invoke,102,3,VARIABLE
CI46,102,4,STATIC
-,102,5,STATIC
Hit,102,3,VARIABLE
by,102,3,VARIABLE
torpedo,102,3,VARIABLE
!,102,4,STATIC
NeteaseMusic.17988,102,2,VARIABLE
tc9008,102,1,VARIABLE
<,102,13,STATIC
*,102,13,STATIC
>,102,13,STATIC
:80,102,4,STATIC
CardDAVPlugin-ERROR,-1,2,VARIABLE
-getPrincipalInfo,-1,2,VARIABLE
_controller,-1,2,VARIABLE
supportsRequestCompressionAtURL,-1,2,VARIABLE
https,-1,2,VARIABLE
//13957525385,-1,10,VARIABLE
%,-1,10,VARIABLE
40163.com,-1,10,VARIABLE
@,-1,10,VARIABLE
/874161398/principal/,-1,10,VARIABLE
Error,-1,4,VARIABLE
Domain=NSURLErrorDomain,-1,2,VARIABLE
Code=-1001,-1,2,VARIABLE
``,-1,4,VARIABLE
The,-1,4,VARIABLE
request,-1,4,VARIABLE
timed,-1,4,VARIABLE
'',-1,4,VARIABLE
UserInfo=,-1,4,VARIABLE
{,-1,6,VARIABLE
NSUnderlyingError=0x7f9af3646900,-1,1,VARIABLE
Domain=kCFErrorDomainCFNetwork,-1,2,VARIABLE
NSErrorFailingURLStringKey=https,-1,4,VARIABLE
NSErrorFailingURLKey=https,-1,4,VARIABLE
_kCFStreamErrorCodeKey=-2102,-1,2,VARIABLE
_kCFStreamErrorDomainKey=4,-1,2,VARIABLE
NSLocalizedDescription=The,-1,4,VARIABLE
},-1,6,VARIABLE
ARPT,186,5,STATIC
:,186,20,STATIC
683172.046921,186,1,VARIABLE
AirPort_Brcm43xx,186,5,STATIC
:syncPowerState,186,5,STATIC
WWEN,186,5,STATIC
[,186,5,STATIC
enabled,186,5,STATIC
],186,5,STATIC
683173.929950,171,1,VARIABLE
683239.026135,97,1,VARIABLE
hibernate,181,2,STATIC
image,181,2,STATIC
path,181,2,STATIC
:,181,13,STATIC
/var/vm/sleepimage,181,3,STATIC
hibernate_flush_memory,-1,2,VARIABLE
buffer_cache_gc,-1,2,VARIABLE
freed,-1,2,VARIABLE
up,-1,2,VARIABLE
13202,-1,1,VARIABLE
wired,-1,2,VARIABLE
pages,-1,2,VARIABLE
hibernate_machine_init,175,3,STATIC
pagesDone,175,2,VARIABLE
455920,175,1,VARIABLE
sum2,175,2,VARIABLE
81cafc41,175,1,VARIABLE
",",175,16,STATIC
time,175,6,STATIC
185,175,1,VARIABLE
ms,175,6,STATIC
disk,175,2,VARIABLE
0x20000,175,2,VARIABLE
847,175,1,VARIABLE
Mb/s,175,6,STATIC
comp,175,2,VARIABLE
bytes,175,4,STATIC
47288320,175,1,VARIABLE
32,175,1,VARIABLE
1369,175,1,VARIABLE
crypt,175,2,VARIABLE
158441472,175,1,VARIABLE
38,175,1,VARIABLE
3973,175,1,VARIABLE
ASSERTION,95,4,STATIC
FAILED,95,4,STATIC
dvcAddrRef,95,4,STATIC
!,95,4,STATIC
=,95,4,STATIC
void,95,4,STATIC
*,95,4,STATIC
0,95,4,STATIC
-,95,6,STATIC
[,95,6,STATIC
DriverServices,95,4,STATIC
getDeviceAddress,95,4,STATIC
],95,6,STATIC
line,95,4,STATIC
2789,95,4,STATIC
hibernate_machine_init,57,2,STATIC
reading,57,2,STATIC
assertion,133,3,STATIC
failed,133,3,STATIC
15G1510,133,3,STATIC
<,133,3,STATIC
*,133,3,STATIC
>,133,3,STATIC
+,133,3,STATIC
38574,133,3,STATIC
[,133,3,STATIC
10D2E324-788C-30CC-A749-55AE67AEC7BC,133,3,STATIC
],133,3,STATIC
0x7fc235807b90,133,3,STATIC
3349,-1,1,VARIABLE
Thermal,179,5,STATIC
pressure,179,10,STATIC
state,179,10,STATIC
:,179,10,STATIC
0,179,10,STATIC
Memory,179,5,STATIC
when=2017-07-04,45,1,VARIABLE
00:25:15,45,1,VARIABLE
jemmytest,66,10,STATIC
hibernate_setup,191,2,STATIC
0,191,2,STATIC
4429,191,1,STATIC
*,110,24,STATIC
IOBluetoothFamily,110,5,STATIC
ProcessBluetoothTransportShowsUpActionWL,110,3,STATIC
--,110,12,STATIC
calling,110,3,STATIC
's,110,2,VARIABLE
registerService,110,3,STATIC
0x5fd0,110,3,STATIC
0x9a00,110,3,STATIC
0x6800,110,2,VARIABLE
Connected,110,1,VARIABLE
to,110,1,VARIABLE
the,110,1,VARIABLE
transport,110,2,VARIABLE
successfully,110,1,VARIABLE
hciControllerOnline,94,1,VARIABLE
;,94,1,VARIABLE
HID,94,1,VARIABLE
devices,94,1,VARIABLE
?,94,1,VARIABLE
0,94,1,VARIABLE
INIT,165,2,STATIC
--,165,2,STATIC
Host,165,3,STATIC
controller,165,3,STATIC
is,165,2,STATIC
published,165,2,STATIC
polled,123,3,STATIC
file,123,3,STATIC
major,123,3,STATIC
1,123,3,STATIC
",",123,9,STATIC
minor,123,3,STATIC
0,123,3,STATIC
blocksize,123,3,STATIC
4096,123,3,STATIC
pollers,123,3,STATIC
5,123,3,STATIC
BuildActDeviceEntry,90,2,STATIC
exit,90,2,STATIC
QQ.10018,102,2,VARIABLE
tc21242,102,1,VARIABLE
683604.474196,102,1,VARIABLE
Standby,102,1,VARIABLE
578,102,1,VARIABLE
683617.825411,-1,1,VARIABLE
683623.036953,188,1,VARIABLE
Wake,3,3,STATIC
reason,3,3,STATIC
:,3,3,STATIC
ARPT,3,3,STATIC
(,3,3,STATIC
Network,3,3,STATIC
),3,3,STATIC
AppleActuatorHIDEventDriver,193,4,STATIC
message,193,1,VARIABLE
service,193,1,VARIABLE
is,193,1,VARIABLE
terminated,193,1,VARIABLE
18:56:23.837,114,1,VARIABLE
64,168,1,STATIC
d9:89:6b,168,1,STATIC
b5:33,168,1,STATIC
1499133420.914478,194,1,VARIABLE
DeauthInd,194,1,VARIABLE
sts:0_rsn:7,194,1,VARIABLE
CCFile,168,2,STATIC
:captureLogRun,168,2,STATIC
Skipping,168,2,STATIC
current,168,2,STATIC
file,168,4,STATIC
Dir,168,2,STATIC
[,168,4,STATIC
"2017-07-03_18,57,12.221233",168,2,STATIC
],168,4,STATIC
-AirPortBrcm4360_Logs-005.txt,168,2,STATIC
",",168,2,STATIC
Current,168,2,STATIC
File,168,2,STATIC
Data,130,1,STATIC
07,130,1,STATIC
00,130,1,STATIC
en0,101,2,STATIC
802.11d,101,2,STATIC
country,101,2,STATIC
code,101,2,STATIC
set,101,2,STATIC
to,101,2,STATIC
'US,101,2,STATIC
',101,2,STATIC
.,101,2,STATIC
WARNING,196,2,STATIC
:,196,7,STATIC
hibernate_page_list_setall,196,2,STATIC
skipped,196,2,STATIC
11799,196,1,STATIC
xpmapped,196,2,STATIC
pages,196,2,STATIC
hibernate_teardown,128,1,VARIABLE
wired_pages,128,1,VARIABLE
544767,128,1,VARIABLE
free_pages,128,1,VARIABLE
3578340,128,1,VARIABLE
active_pages,128,1,VARIABLE
40000,128,1,VARIABLE
inactive_pages,128,1,VARIABLE
speculative_pages,128,1,VARIABLE
cleaned_pages,128,1,VARIABLE
compressor_pages,128,1,VARIABLE
112,128,1,VARIABLE
554018,5,1,VARIABLE
418692,5,1,VARIABLE
112,5,1,VARIABLE
EventServiceConnectedCallback,99,2,VARIABLE
0xc800,110,1,VARIABLE
683779.928118,120,1,VARIABLE
683780.224800,98,1,VARIABLE
19:04:53.965,69,1,VARIABLE
21353,15,1,STATIC
"2017-07-03_19,04,57.722196",160,3,STATIC
-io80211Family-018.pcapng,160,3,STATIC
"2017-07-03_19,05,37.535347",160,1,VARIABLE
sts:2_rsn:0/IO80211AWDLPeerManager//,160,1,VARIABLE
hibernate_rebuild_pmap_structs,116,1,STATIC
285862,116,1,STATIC
BuildActDeviceEntry,107,2,STATIC
enter,107,2,STATIC
ImportBailout.Error:1331,106,1,VARIABLE
Asked,106,1,VARIABLE
to,106,1,VARIABLE
exit,106,1,VARIABLE
for,106,2,VARIABLE
Diskarb,106,1,VARIABLE
20:20:37.119,48,1,VARIABLE
20:25:13.378,96,1,VARIABLE
33847/0x7000002a0000,96,1,VARIABLE
KSUpdateCheckAction,96,4,VARIABLE
performAction,96,2,VARIABLE
starting,96,2,VARIABLE
update,96,2,VARIABLE
check,96,2,VARIABLE
for,96,3,VARIABLE
ticket,96,2,VARIABLE
(,96,11,STATIC
s,96,2,VARIABLE
),96,11,STATIC
{,96,2,VARIABLE
<,96,17,STATIC
KSTicket:0x10053b310,96,1,VARIABLE
productID=,96,2,VARIABLE
*,96,41,STATIC
>,96,17,STATIC
version=,96,2,VARIABLE
xc=,96,2,VARIABLE
KSPathExistenceChecker:0x10053ac30,96,1,VARIABLE
path=/Users/xpc/Library/Google/GoogleSoftwareUpdate/GoogleSoftwareUpdate.bundle,96,1,VARIABLE
url=https,96,2,VARIABLE
//,96,2,VARIABLE
/service/update2,96,2,VARIABLE
creationDate=2017-02-18,96,2,VARIABLE
15:41:17,96,1,VARIABLE
ticketVersion=1,96,2,VARIABLE
},96,2,VARIABLE
Using,96,2,VARIABLE
server,96,2,VARIABLE
KSOmahaServer:0x100248090,96,1,VARIABLE
engine=,96,2,VARIABLE
KSUpdateEngine:0x1007249c0,96,1,VARIABLE
20:55:46.310,22,1,STATIC
2019353376,202,1,STATIC
21:03:03.265,22,1,STATIC
21:07:43.005,48,1,VARIABLE
KeychainGetICDPStatus,118,8,STATIC
:,118,16,STATIC
status,118,8,STATIC
off,118,8,STATIC
21:27:07.761,69,1,VARIABLE
tcp_connection_handle_connect_conditions_bad,150,2,STATIC
21502,150,1,STATIC
failed,150,2,STATIC
3,150,2,STATIC
-,150,2,STATIC
No,150,2,STATIC
network,150,2,STATIC
route,150,2,STATIC
21503,150,1,STATIC
"2017-07-03_21,30,41.859869",200,3,STATIC
-CCIOReporter-002.xml,200,3,STATIC
"2017-07-03_21,30,40.703152",200,1,VARIABLE
__42-,80,2,STATIC
[,80,2,STATIC
NETClientConnection,80,2,STATIC
evaluateCrazyIvan46,80,2,STATIC
],80,2,STATIC
_block_invoke,80,2,STATIC
CI46,80,2,STATIC
-,80,2,STATIC
Hit,80,2,STATIC
by,80,2,STATIC
torpedo,80,2,STATIC
!,80,2,STATIC
QQ.10018,80,2,STATIC
tc21519,80,1,VARIABLE
:443,80,2,STATIC
33959,140,1,VARIABLE
Location,20,6,STATIC
icon,20,6,STATIC
should,20,6,STATIC
now,20,6,STATIC
be,20,6,STATIC
in,20,6,STATIC
state,20,6,STATIC
'Inactive,20,6,STATIC
',20,6,STATIC
21:41:47.568,48,1,VARIABLE
NETWORK,57,2,STATIC
:,57,2,STATIC
requery,57,2,STATIC
",",57,20,STATIC
0,57,8,STATIC
320,57,2,STATIC
items,57,2,STATIC
fQueryRetries,57,2,STATIC
1,57,2,STATIC
fLastRetryTimestamp,57,2,STATIC
520841203.7,57,1,VARIABLE
2019353410,172,1,STATIC
23:24:32.378,48,1,VARIABLE
ARPT,125,9,STATIC
:,125,36,STATIC
697702.656868,125,1,VARIABLE
AirPort_Brcm43xx,125,9,STATIC
:powerChange,125,9,STATIC
System,125,9,STATIC
Sleep,125,9,STATIC
2210,86,1,STATIC
tcp_connection_tls_session_handle_read_error.790,86,1,STATIC
60,86,1,STATIC
6349,81,1,VARIABLE
6306,81,1,VARIABLE
697853.842104,186,1,VARIABLE
scheduler_evaluate_activity,-1,3,VARIABLE
told,-1,3,VARIABLE
me,-1,3,VARIABLE
run,-1,3,VARIABLE
this,-1,3,VARIABLE
job,-1,3,VARIABLE
;,-1,3,VARIABLE
however,-1,3,VARIABLE
but,-1,3,VARIABLE
start,-1,3,VARIABLE
time,-1,3,VARIABLE
for,-1,6,VARIABLE
5533,-1,1,VARIABLE
seconds,-1,3,VARIABLE
Ignoring,-1,3,VARIABLE
44944,129,1,VARIABLE
<,164,8,STATIC
*,164,8,STATIC
>,164,8,STATIC
scheduler_evaluate_activity,164,6,STATIC
told,164,6,STATIC
me,164,6,STATIC
run,164,6,STATIC
this,164,6,STATIC
job,164,6,STATIC
;,164,6,STATIC
however,164,6,STATIC
but,164,6,STATIC
the,164,6,STATIC
start,164,6,STATIC
time,164,6,STATIC
is,164,6,STATIC
n't,164,6,STATIC
for,164,6,STATIC
9749,164,1,VARIABLE
seconds,164,6,STATIC
.,164,12,STATIC
Ignoring,164,6,STATIC
Checking,36,1,STATIC
iCDP,36,1,STATIC
status,36,1,STATIC
for,36,1,STATIC
DSID,36,1,STATIC
874161398,36,1,STATIC
(,36,1,STATIC
checkWithServer=0,36,1,STATIC
),36,1,STATIC
<,183,3,STATIC
*,183,3,STATIC
>,183,3,STATIC
scheduler_evaluate_activity,183,3,STATIC
told,183,3,STATIC
me,183,3,STATIC
to,183,3,STATIC
run,183,3,STATIC
this,183,3,STATIC
job,183,3,STATIC
;,183,3,STATIC
however,183,3,STATIC
but,183,3,STATIC
the,183,3,STATIC
start,183,3,STATIC
time,183,3,STATIC
is,183,3,STATIC
n't,183,3,STATIC
for,183,3,STATIC
1883,183,1,VARIABLE
seconds,183,3,STATIC
.,183,6,STATIC
Ignoring,183,3,STATIC
698052.637142,125,1,VARIABLE
698055.177765,74,1,VARIABLE
207556,144,1,VARIABLE
ARPT,29,3,STATIC
:,29,15,STATIC
698150.103985,29,1,VARIABLE
wl0,29,3,STATIC
setup_keepalive,29,3,STATIC
Remote,29,3,STATIC
IP,29,3,STATIC
<,29,3,STATIC
*,29,3,STATIC
>,29,3,STATIC
698152.085457,125,1,VARIABLE
698152.618948,-1,1,VARIABLE
206850,144,1,VARIABLE
206840,144,1,VARIABLE
39837,82,1,VARIABLE
38276,82,1,VARIABLE
698348.781411,49,1,VARIABLE
f140:400,49,1,VARIABLE
a01b:1c57:7ef3:8f8e:5a10,49,1,VARIABLE
<,196,5,STATIC
*,196,5,STATIC
>,196,5,STATIC
scheduler_evaluate_activity,196,5,STATIC
told,196,5,STATIC
me,196,5,STATIC
to,196,5,STATIC
run,196,5,STATIC
this,196,5,STATIC
job,196,5,STATIC
;,196,5,STATIC
however,196,5,STATIC
",",196,5,STATIC
but,196,5,STATIC
the,196,5,STATIC
start,196,5,STATIC
time,196,5,STATIC
is,196,5,STATIC
n't,196,5,STATIC
for,196,5,STATIC
3199,196,1,STATIC
seconds,196,5,STATIC
.,196,10,STATIC
Ignoring,196,5,STATIC
698398.428268,29,1,VARIABLE
<,112,2,STATIC
*,112,2,STATIC
>,112,2,STATIC
scheduler_evaluate_activity,112,2,STATIC
told,112,2,STATIC
me,112,2,STATIC
run,112,2,STATIC
this,112,2,STATIC
job,112,2,STATIC
;,112,2,STATIC
however,112,2,STATIC
",",112,2,STATIC
but,112,2,STATIC
the,112,2,STATIC
start,112,2,STATIC
time,112,2,STATIC
is,112,2,STATIC
n't,112,2,STATIC
for,112,2,STATIC
1728,112,2,STATIC
seconds,112,2,STATIC
Ignoring,112,2,STATIC
<,13,2,VARIABLE
*,13,2,VARIABLE
>,13,2,VARIABLE
scheduler_evaluate_activity,13,2,VARIABLE
told,13,2,VARIABLE
me,13,2,VARIABLE
to,13,2,VARIABLE
run,13,2,VARIABLE
this,13,2,VARIABLE
job,13,2,VARIABLE
;,13,2,VARIABLE
however,13,2,VARIABLE
",",13,2,VARIABLE
but,13,2,VARIABLE
the,13,2,VARIABLE
start,13,2,VARIABLE
time,13,2,VARIABLE
is,13,2,VARIABLE
n't,13,2,VARIABLE
for,13,2,VARIABLE
1732,13,1,VARIABLE
seconds,13,2,VARIABLE
.,13,4,STATIC
